ディノスパーク伊達店,北海道伊達市末永町66番地1号
ＳＯＹＵＧａｍｅＦｅｉｌｄ熊谷,埼玉県熊谷市銀座2-245ﾆｯﾄﾓｰﾙ4F
ｎａｍｃｏ熊谷店,埼玉県熊谷市銀座2-97
キャッツアイ狭山店,埼玉県狭山市入間川３１４１
矢尾ゲームコロニー,埼玉県秩父市上町１−５−９八尾百貨店５階
プラサカプコン羽生店,埼玉県羽生市川崎２−２８１−３イオンモール羽生２階
ゲームファクトリーマグマ草加店,埼玉県草加市氷川町2125-1
ウェアハウス草加店別館,埼玉県草加市稲荷２−３６−３３
ラウンドワン草加店,埼玉県草加市谷塚上町２０４番１
ラウンドワンわらび店,埼玉県蕨市北町５−１−６
アドアーズ蕨,埼玉県蕨市塚越1-4-4ラ・セーヌビル2階
namcoイオンレイクタウン店,埼玉県越谷市レイクタウン3-1-1イオンレイクタウンmori
ユーズランド越谷店,埼玉県越谷市レイクタウン4-2-2イオンレイクタウンKAZE3F
ベネクス越谷店,埼玉県越谷市南荻島２７７０−１
ウェアハウス越谷店,埼玉県越谷市南荻島８４１−１
プレビＡＬＣＯ越谷ショッピングスクエア,埼玉県越谷市越ケ谷1-16-6ＡＬＣＯ越谷ｼｮｯﾋﾟﾝｸﾞｽｸｴｱ店地下１階
アミュージアム鴻巣,埼玉県鴻巣市本町１−１−２エルミこうのす３Ｆ
ラウンドワンさいたま・鴻巣店,埼玉県鴻巣市箕田３１６３−７
ラッキー佐倉店,千葉県佐倉市井野1475
キャッツアイ八千代店,千葉県八千代市吉橋１８５１　ｉｓｍ緑ヶ丘内
ラッキーバッティングドーム八千代店,千葉県八千代市大和田新田1088
ラウンドワン八千代村上店,千葉県八千代市村上南１丁目５番地５４
八街ヤングボウル,千葉県八街市八街ほ-380番地11
セガ千葉,千葉県千葉市中央区富士見2-4-1
ラッキー中央店・フェリシダ,千葉県千葉市中央区富士見2-8-1
アドアーズ千葉,千葉県千葉市中央区富士見２−４−１５第一東和ビル
セガアリーナ蘇我,千葉県千葉市中央区川崎町51-1ハーバーシティ蘇我FW AM棟1F
スポーツウェーブ鉄腕24,千葉県千葉市中央区浜野町1025-59
クラブセガ稲毛オーツーパーク,千葉県千葉市稲毛区園生町380-1
千葉レジャーランド稲毛店,千葉県千葉市稲毛区小仲台2-5-7海宝ビル2F
ラッキー西千葉店,千葉県千葉市稲毛区弥生町1-15
スポーツウェーブ鉄腕24稲毛長沼店,千葉県千葉市稲毛区長沼原町697番地
パレパレ稲毛長沼店,千葉県千葉市稲毛区長沼原町731-17フレスポ稲毛Ａ２棟４
プレビワンズモール,千葉県千葉市稲毛区長沼町３３０−５０
セガ幕張,千葉県千葉市美浜区ひび野1-8メッセ・アミューズ・モール１Ｆ
ｎａｍｃｏイオンモール幕張新都心店,千葉県千葉市美浜区豊砂１−１ｲｵﾝｸﾞﾗﾝﾄﾞﾓｰﾙ３F
ゲームランド千葉ニュータウン店,千葉県印西市中央北３丁目　イオンモール　千葉ＮＴモール棟３Ｆ
アピナ印西店,千葉県印西市原１−２ビッグホップガーデンモール印西２Ｆ
プラサカプコン富津店,千葉県富津市青木1-5-1イオンモール富津内ゲームコーナー
千葉レジャーランド成東店,千葉県山武市姫島111-1
ゲームランドちはら台店,千葉県市原市ちはら台西３−４ｕｎｉｍｏちはら台２Ｆ
チャリオット五井店,千葉県市原市五井中央西２−１−２
イスカンダル五井金杉店,千葉県市原市五井金杉1-47
ラウンドワン市原店,千葉県市原市八幡北町３−５−１
チャリオット辰巳店,千葉県市原市市原500-1
トムソーヤの仲間たちアリオ市原,千葉県市原市更級４−３−２アリオ市原店２F
アピナ市原店,千葉県市原市更級４丁目２番１号アクロスプラザ市原更級Ｆ棟１階
本八幡ゲームUNO,千葉県市川市八幡２丁目１６ー６八幡ハタビルB1F
ＤＡＩＫＥＩＥＮ,千葉県市川市大町３５９
タイトーＦステーション市川妙典店,千葉県市川市妙典4-1-1　イオン市川妙典店2番街2F
アミューズメントエース市川,千葉県市川市市川１−９−１１サン市川ハイツ１階
ＰＡＬＯ市川,千葉県市川市鬼高１−１−１ニッケコルトンプラザ２Ｆ
ラウンドワン市川鬼高店,千葉県市川市鬼高４−１−３
プラサカプコン成田店,千葉県成田市ウイング土屋２４イオン成田ＳＣ２Ｆ
セガワールド成田,千葉県成田市東町157-5
アミューズメントパレスワンダーヴュー成田,千葉県成田市飯仲11-18
セガ我孫子,千葉県我孫子市柴崎字天王谷47-1
タイトーステーション 旭サンモール店,千葉県旭市イ−２６７６−１　サンモール３Ｆ
セガ旭,千葉県旭市二字野場3150-1
イスカンダル木更津店,千葉県木更津市潮見４−１−２
ソユーゲームフィールド木更津店,千葉県木更津市築地１−４イオンモール木更津２F
セガ松戸,千葉県松戸市日暮1-1-1八柱駅第2ﾋﾞﾙ2F
ゲームソニックビーム松戸,千葉県松戸市松戸1172-1
プレビ　キテミテマツド店,千葉県松戸市松戸1307-1キテミテマツド店内6階ASOBI諸島
ｎａｍｃｏ松戸店,千葉県松戸市松戸１２３０−１ピアザ松戸１Ｆ
タイトーFステーション柏中央,千葉県柏市十余二２４９−５
柏ヤングボウル,千葉県柏市南柏中央11-1
ラウンドワンアリオ柏店,千葉県柏市大島田１丁目６番地１セブンパークアリオ柏　１０７０
ハイテクセガ柏,千葉県柏市柏1-1-11丸井デパート内B1F
ゲームゴジラ,千葉県柏市柏１−１−１１ファミリかしわＢ１
柏ガリバー,千葉県柏市柏１−１−１１丸井ビルＢ１Ｆ
柏駅前ヤングボウル,千葉県柏市柏１−３−１
タイトーステーション 柏店,千葉県柏市柏２−３−１フーサワビル
ＰＡＬＯ柏,千葉県柏市豊町２−５−２５
ｎａｍｃｏ流山おおたかの森Ｓ・Ｃ店,千葉県流山市おおたかの森南１−５−１おおたかの森Ｓ・Ｃ３Ｆ
ウェアハウス南流山店,千葉県流山市南流山４−１６−６
宝島新浦安店,千葉県浦安市入船１−４−１イオン新浦安店４Ｆ
ゲームプラザセントラル浦安店,千葉県浦安市北栄1-16-15
シルクハット　津田沼,千葉県習志野市津田沼１−２−１十三ビル地下１階
ゲームランド津田沼店,千葉県習志野市津田沼１−２３−１イオンモール津田沼２Ｆ
ラウンドワン習志野店,千葉県習志野市芝園１−４−５
スーパービバホーム新習志野店２階,千葉県習志野市茜浜１−１−２　スーパービバホーム２Ｆ
MorisiaAmusePark,千葉県習志野市谷津1-16-1モリシア津田沼2F
アミューズメントエース津田沼,千葉県船橋市前原西２−１５−１ファシービル
アドアーズ船橋,千葉県船橋市本町１−３１−２６セブン船橋Ｂ１Ｆ〜３Ｆ
タイトーステーション 船橋店,千葉県船橋市本町１−６−１
セガららぽーとTOKYO−BAY,千葉県船橋市浜町2-1-1北館1F
プレビ　ららぽーとＴＯＫＹＯーＢＡＹ店,千葉県船橋市浜町２−１−１ららぽーとTOKYOBAY西館３階
チャリオット船橋店,千葉県船橋市藤原5-6-7　2.3階
ＧＡＭＥ　ＳＱＵＡＲＥ茂原店,千葉県茂原市六ツ野八貫野２７８５−１ライフガーデン茂原内
アミュージアム茂原店,千葉県茂原市高師１６１９−１
YAZワールド野田七光台店,千葉県野田市七光台4-2
千葉レジャーランド野田店,千葉県野田市吉春776-1
セガイオンモール銚子,千葉県銚子市三崎町2-2660-1イオンモール銚子2F
館山ヤングボウル,千葉県館山市北条1564
佐原ミナミボウル,千葉県香取市佐原イ-4200
エムエムランド,東京都世田谷区北沢2-3-6
世田谷オークラボウル,東京都世田谷区桜３−２４−１
タイトーステーション 祖師谷大蔵店,東京都世田谷区砧８−１０−１プラッツ砧１Ｆ
アドアーズ中野,東京都中野区中野５−５２−１５　ブロードウェイ１８５
ｎａｍｃｏ中野店,東京都中野区中野５−５２−１５中野ブロードウェイ別館
シルクハット　八王子,東京都八王子市旭町２−５　八王子ツインタワービル３階
ｎａｍｃｏ八王子ＯＰＡ店,東京都八王子市旭町３０番地８５
ＮＩＣＯＰＡ高尾店,東京都八王子市東浅川町550-1イーアス高尾2F
ドラマ八王子高倉店,東京都八王子市高倉町55-4
ｎａｍｃｏ王子サンスクエア店,東京都北区王子１−４−１サンスクエア２階
セガ赤羽,東京都北区赤羽1-7-9赤羽第一葉山ビルB1
セガ赤羽駅前,東京都北区赤羽１−２−４
セガ秋葉原１号館,東京都千代田区外神田1-10-9
セガ秋葉原3号館,東京都千代田区外神田1-11-11外神田１丁目ビルディング
セガ秋葉原2号館,東京都千代田区外神田1-15-1
セガ秋葉原4号館,東京都千代田区外神田1-15-9
東京レジャーランド秋葉原2号店,東京都千代田区外神田4-3-3ミナミビル6F・7F
Ｈｅｙ,東京都千代田区外神田１−１０−５廣瀬本社ビル１階〜４階
タイトーステーション 秋葉原店,東京都千代田区外神田４−２−２貴三ビル
タイトーステーション 上野アメ横店,東京都台東区上野４−１０−１７
タイトーステーション 浅草店,東京都台東区浅草１−２７−５ＲＯＸ ＤＯＭＥ１Ｆ
アピナＳ武蔵小山店,東京都品川区小山３−２３−３ＳＤビルＢ１Ｆ
アムネット五反田店,東京都品川区西五反田１−２７−５
タイトーステーション国分寺店,東京都国分寺市本町３−５−１１
タイトーＦステーションオリナス錦糸町店,東京都墨田区太平4-1-2オリナスモール地下1F
ザ・サードプラネット多摩センター店,東京都多摩市落合１−４１−１マグレブウェスト１階・２階
タイトーステーション 多摩センター店,東京都多摩市落合１−４５−１丘の上パティオ内
ＰＡＬＯ聖蹟桜ヶ丘,東京都多摩市関戸４−７２聖蹟桜ヶ丘オーパ店６Ｆ
セガワールド大森,東京都大田区山王2-1-5大森駅ララビル2F
シルクハット　大森,東京都大田区山王２−２−１５
タイトーステーションＢＩＧＦＵＮ平和島店,東京都大田区平和島１丁目１−１ＢＩＧＦＵＮ平和島
ハイテクランドセガ池上,東京都大田区池上6-2-3松山ビル2Ｆ
シルクハット　蒲田西口,東京都大田区西蒲田７−２−３　第二醍醐ビル地下１階〜２階
ラウンドワン府中本町駅前,東京都府中市本町１−１３−３カネタビル
セガワールド府中,東京都府中市西原町1-6-2フレスポ府中1F・2F
セガ東京ドームシティ,東京都文京区後楽1-3-61
新宿スポーツランド本館,東京都新宿区新宿3-22-12
タイトーステーション新宿東口店,東京都新宿区新宿３−２２−７　指田ビル
タイトー新宿南口ゲームワールド店,東京都新宿区新宿３−３５−８
セガ新宿歌舞伎町,東京都新宿区歌舞伎町1-21-1第二東亜会館1F・2F
セガ新大久保,東京都新宿区百人町２丁目１０−１南雲ビルＢ１Ｆ
セガ神楽坂,東京都新宿区神楽坂2-11第2カグラヒルズ1F
クラブセガ新宿西口,東京都新宿区西新宿1-12-5
タイトーステーション新宿西口店,東京都新宿区西新宿１−１３−４
ゲームスポット２１新宿西口,東京都新宿区西新宿１−１５−２
タイトーＢＩＧＢＯＸ高田馬場店,東京都新宿区高田馬場１−３５−３　ＢＩＧＢＯＸ６Ｆ
アミュージアム昭島店,東京都昭島市田中町５７３−１−２
アピナ荻窪店,東京都杉並区上荻１−１３−１０ハクサンビル
ゲームスタジオキューブ高円寺店,東京都杉並区高円寺南4-26-12-B1
ゲームサファリ大山,東京都板橋区大山東町60-10やすだ大山駅前店2F
ラウンドワン板橋店,東京都板橋区相生町１６−１３
セガイオンモールむさし村山,東京都武蔵村山市榎1-1-3-2059
プラサカプコン吉祥寺店,東京都武蔵野市吉祥寺本町1-10-1いなりやビルB1F
フォルム武蔵境,東京都武蔵野市境南町２−７−２０ダイヤパレス第２　１階
江戸川ヤングボウル,東京都江戸川区中央4-22-25
ドットコム葛西,東京都江戸川区中葛西３−３５−５
アムネット小岩店,東京都江戸川区南小岩６−３１−３石井ビル１Ｆ
セガ船堀,東京都江戸川区船堀1-6-11
ハローズガーデン北砂店,東京都江東区北砂２−１７−１アリオ北砂店３Ｆ
ラウンドワン南砂店,東京都江東区南砂６−７−１５トピレックプラザ４Ｆ
アドアーズ門前仲町,東京都江東区富岡１−５−５和田屋ビル１−３階
アドアーズ南砂町ＳＵＮＡＭＯ,東京都江東区新砂３−４−３１
セガ有明ガーデン,東京都江東区有明２−１−８有明ガーデン５Ｆ５０１区画
ラウンドワンダイバーシティ東京プラザ店,東京都江東区青海1-1-10ダイバーシティ東京プラザ6階61000
アドアーズ渋谷,東京都渋谷区宇田川町１３−１１　ＫＮ渋谷１ビル
ハイテクランドセガ渋谷,東京都渋谷区渋谷1-14-14
タイトーステーション 渋谷店,東京都渋谷区渋谷１−２４−１２渋谷東映プラザ
東京ジョイポリス,東京都港区台場1-6-1デックス東京ビーチ4F
アミューズメントアイランドセガ,東京都港区高輪4-10-30品川ﾌﾟﾘﾝｽｴｸﾞｾﾞｸﾃｨﾌﾞﾀﾜｰ1Fﾎﾞｳﾘﾝｸﾞｾﾝﾀｰ内
セガ町田,東京都町田市原町田6-13-17アーバンミサワビルB1
タイトーステーション 町田店,東京都町田市原町田６−２１−２３　松山ビル１階
アドアーズ町田,東京都町田市原町田６−２１−２５　大正堂第２ビル１〜４Ｆ
ラウンドワン町田店,東京都町田市森野１−１３−１４
クラブセガ自由が丘,東京都目黒区自由が丘2-10-9
セガワールド福生,東京都福生市福生1076-1
タイトーステーション立川北口店,東京都立川市曙町２−４−５クリサス立川２・３Ｆ
クラブセガ立川,東京都立川市柴崎町3-2-1グランデュオビル1.2F
アミュージアムＯＳＣ店,東京都練馬区東大泉２−３４−１オズスタジオシティ２Ｆ
ミラクルイン中村橋,東京都練馬区貫井１−１−２ＹＫビル２Ｆ
アドアーズ新小岩,東京都葛飾区新小岩１−４４−４　ＶＯＲＴ新小岩ビル
ユーズランド日の出店,東京都西多摩郡日の出町大字平井237-3イオンモール日の出３Ｆ
ドラマ瑞穂店,東京都西多摩郡瑞穂町武蔵382-1
アミューズランドモナコ調布駅前店,東京都調布市布田４−２−２２
ゲームメデューサ,東京都豊島区南長崎５−２５−１６
ｎａｍｃｏ巣鴨店,東京都豊島区巣鴨１−１５−１宮田ビルB2F
セガ池袋ＧｉＧＯ,東京都豊島区東池袋1-21-1
ラウンドワン池袋店,東京都豊島区東池袋１−１４−１
ｎａｍｃｏ池袋店ＲＥＤ,東京都豊島区東池袋１−２２−１０　ＨＵＭＡＸパビリオンＢ１Ｆ
タイトーステーション 池袋西口店,東京都豊島区西池袋１−１５−９第一西池ビル
ウェアハウス入谷店,東京都足立区入谷７−８−１１
セガ竹の塚,東京都足立区竹の塚6-8-6 ピーくんPlaza-B
タイトーステーション綾瀬店,東京都足立区綾瀬４−９−２９ホーキョボナービル
ハイテクランドキューデン,東京都足立区西新井栄町2-7-2
キャロム青梅店,東京都青梅市千ケ瀬町4-326-1
パームトップス,神奈川県厚木市中町4-15-9
シルクハット本厚木,神奈川県厚木市中町２−４−１３　本厚木駅前ビル
イミグランデ本厚木店,神奈川県厚木市中町３−２−１
神奈川レジャーランド厚木店,神奈川県厚木市戸室5-31-1
ミリアンパーク　ネクサス,神奈川県厚木市田村町9-25
プレイランド大和鶴間,神奈川県大和市下鶴間１−３−１イトーヨーカドー大和鶴間店３Ｆ
アドアーズ大和店Ａ館,神奈川県大和市大和東１−４−３大黒屋ビル１、２階
イミグランデ大和店,神奈川県大和市鶴間2-12-27
セガ小田原ダイナシティ,神奈川県小田原市中里296-1 ダイナシティイーストモール3F
タイトー小田原シティーモール店,神奈川県小田原市前川１２０　フレスポ小田原シティーモール２Ｆ
タイトーステーション 小田原店,神奈川県小田原市栄町１−３−１２
ジョイランド中原,神奈川県川崎市中原区上小田中6-19-6
タイトーFステーション向ヶ丘遊園店,神奈川県川崎市多摩区登戸2718-1
テクモピア向ヶ丘遊園店,神奈川県川崎市多摩区登戸2755ミノワホームズ1F
プレイランド川崎,神奈川県川崎市川崎区小田栄2-2-1-3F
ラウンドワン川崎大師店,神奈川県川崎市川崎区殿町１−５−１
なっつべりぃキッズトレイン川崎,神奈川県川崎市川崎区港町12-1イトーヨーカドー2F
ベネクス川崎,神奈川県川崎市川崎区鋼管通り４−８−３
シルクハット　川崎モアーズ,神奈川県川崎市川崎区駅前本町７番地　岡田屋モアーズ１・２階
シルクハット　川崎ダイス,神奈川県川崎市川崎区駅前本町８番地ダイスビル地下２階
ｎａｍｃｏラゾーナ川崎店,神奈川県川崎市幸区堀川町72-1ﾗｿﾞｰﾅ川崎ﾌﾟﾗｻﾞ4階
アピナ川崎店,神奈川県川崎市幸区小倉５−１９−２３クロスガーデン川崎１Ｆ
ラウンドワン高津店,神奈川県川崎市高津区二子４−８−１
タイトーステーション溝の口,神奈川県川崎市高津区溝口１−１１−８Ｏ
イミグランデ溝口店,神奈川県川崎市高津区溝口１−１４−７　第二カスタムビル
ベネクス平塚店,神奈川県平塚市四之宮６−１０−２７
ラウンドワンららぽーと湘南平塚店,神奈川県平塚市天沼１０−１３階 ３３２８０番
アミューズメントランドYAZ平塚店,神奈川県平塚市田村1-4-26
ゲームファンタジア平塚,神奈川県平塚市紅谷町１４−２１
ネバーランド2座間店,神奈川県座間市ひばりが丘４−１１−４８
シルクハット　伊勢佐木町,神奈川県横浜市中区伊勢佐木町３—９６日活会館３階
セガ横浜中華街,神奈川県横浜市中区山下町80-1
アピナ山下公園店,神奈川県横浜市中区新山下１丁目２番８号港山下ナナイロビル２Ｆ
ナムコ横浜ワールドポーターズ,神奈川県横浜市中区新港2-2-1横浜ワールドポーターズ5F
Ａ．Ｒ．Ｆ　ＭＡＲＳ,神奈川県横浜市中区長者町6-106
ラウンドワン横浜戸塚店,神奈川県横浜市戸塚区影取町１７５９−５
タイトーステーション 戸塚西口店,神奈川県横浜市戸塚区戸塚町４０２３
パラダイス・シティ,神奈川県横浜市旭区二俣川1-43-28
アミューズメントパークジアス新横浜店,神奈川県横浜市港北区新横浜2-1-19
イミグランデ日吉店３,神奈川県横浜市港北区日吉2−2−4
ラウンドワン横浜綱島店,神奈川県横浜市港北区樽町２−６−４０Ｔ-PLATZ内
クラブセガ綱島,神奈川県横浜市港北区綱島西2-6-29
アミューズメントパークジアス上大岡,神奈川県横浜市港南区上大岡西2-1-28
クラブセガ新杉田,神奈川県横浜市磯子区杉田1-1-1らびすた新杉田2F
アミューズメントスポットドリームス,神奈川県横浜市緑区鴨居3-1-9
タイトーステーション 横浜西口五番街店,神奈川県横浜市西区南幸１−１２ー９
パソピアード横浜,神奈川県横浜市西区南幸１−５−２４相鉄ビル１Ｆ
ラウンドワン横浜駅西口店,神奈川県横浜市西区南幸２−８−１６
THE 3RD PLANET 横浜本店,神奈川県横浜市都筑区中川中央1-25-1 NPモール6F
ネバーランド港北店,神奈川県横浜市都筑区中川中央1-36-16
ドラマ港北インター店,神奈川県横浜市都筑区東方町321-6
セガセンター南,神奈川県横浜市都筑区茅ヶ崎中央３−２５
ゲームコスモ金沢文庫店,神奈川県横浜市金沢区谷津町344
ゲームコスモ鶴見店,神奈川県横浜市鶴見区豊岡町１７−４
プラサカプコン横須賀店,神奈川県横須賀市若松町2-30モアーズシティ4F
ゲームパラダイスゼロワン,神奈川県横須賀市若松町１−６ヨコビル３Ｆ
セガ海老名,神奈川県海老名市中央一丁目４番３１号海老名プラザビル１階
タイトーステーション海老名ビナウォーク店,神奈川県海老名市中央１−１８−１　ビナウォーク６番館２Ｆ
ムトス相模原店,神奈川県相模原市中央区中央２−１−５
セガイト—ヨーカドー古淵,神奈川県相模原市南区古淵3-13-33 イトーヨーカドー3F
クラブセガ相模大野,神奈川県相模原市南区相模大野3-13-2 東和ビル2F・3F
プレビ　アリオ橋本店,神奈川県相模原市緑区大山町１−２２アリオ橋本店内２階
アドアーズ橋本,神奈川県相模原市緑区橋本３−３−１ＳＩＮＧビル２Ｆ
ｎｉｃｏｍａｒｕ＋西橋本店,神奈川県相模原市緑区西橋本5-4-3ﾎｰﾑｾﾝﾀｰｺｰﾅﾝ相模原西橋本店1F
アピナ橋本店,神奈川県相模原市緑区西橋本５−１−１ラ・フロール駐車場棟１階
プレイアイシー東海大学前店,神奈川県秦野市南矢名1-15-1
タイトーステーション 藤沢店,神奈川県藤沢市南藤沢２１−１
ドラマ藤沢店,神奈川県藤沢市本藤沢5-6-8
アドアーズ藤沢北口,神奈川県藤沢市藤沢４６０−１　３〜４Ｆ
ＳＯＹＵ　GAME　FIELD湘南店,神奈川県藤沢市辻堂新町4-1-1湘南モールＦＩＬＬ2F
楽市楽座湘南藤沢店,神奈川県藤沢市辻堂新町4-3-5ﾐｽﾀｰﾏｯｸｽ湘南藤沢SC２F
ゲームインファンファン藤沢店,神奈川県藤沢市鵠沼石上１−３−８
シルクハット　大船,神奈川県鎌倉市大船１−２４　大船駅前ビル１〜３Ｆ
上越レジャーランボウル,新潟県上越市下門前薬島827-2
アピナ上越インター店,新潟県上越市下門前１６６１
タイトーＦステーション上越店,新潟県上越市富岡3524 J-MAXシアター内1F
ビルボードプレイスゲームコーナー,新潟県新潟市中央区八千代2-5-7
ｎａｍｃｏ新潟店,新潟県新潟市中央区南笹口１−１−１　ひもろぎビル２Ｆ
丸大プレイランド,新潟県新潟市中央区本町通６−１１２２−１イトーヨーカドー４Ｆ
ラウンドワン新潟店,新潟県新潟市中央区美咲町２−１−３８
メジャーロード白根,新潟県新潟市南区上下諏訪木論地９４８−２
カプコサーカス新潟東店,新潟県新潟市東区大形本町３−１−２　ジャスコシティ新潟東
モーリーファンタジーｆ 新潟南,新潟県新潟市江南区下早通柳田１丁目１番１号イオンモール新潟南2F
メジャーロード黒埼,新潟県新潟市西区山田３３０３番地（３３０２番地）
プレイハウス　エリナ,新潟県新潟市西蒲区津雲田６４０
ソユーゲームフィールド新発田店,新潟県新発田市住吉町５丁目１１番５号　イオンモール新発田２Ｆ
タイトーＦステーション 燕三条店,新潟県燕市井土巻３−１５０イオン県央店アメニティ棟１Ｆ
メジャーロード24,新潟県見附市今町4-20-568-1
アピナ長岡店,新潟県長岡市堺東町２２
スターフィールド,新潟県長岡市新組町2003番地1
ゲームセンターテクノポリス,新潟県長岡市要町1-8-50
キッズサーカス五福店,富山県富山市五福1143-1
アピナ富山南店,富山県富山市堀川町３５５−３　マイプラザ内
ゲームインさんしょう富山駅前店,富山県富山市桜町1-7-5
アピナ富山新庄店,富山県富山市荒川３−２−１２
アピナ富山豊田店,富山県富山市豊田町２丁目１２−６６
トヤマレジャーランド呉羽店,富山県富山市高木字貝塚2054
クァトロブーム小杉,富山県射水市三ケ2602
小杉サービスエリア,富山県射水市大江1243-5
ユーズランドとなみ店,富山県砺波市中神１−１７４イオンモールとなみ２Ｆ−２０５
ユーズランド高岡店,富山県高岡市下伏間江３８３イオンモール高岡２Ｆ
セガイオンモール高岡,富山県高岡市下伏間３８３　イオンモール高岡２Ｆ２００１Ａ区画
サービスエリアIN高岡,富山県高岡市下石瀬857-1
ゲームスポット３０６,富山県高岡市昭和町２−２６７−５
ゲームスポット２０７,富山県高岡市鐘紡町１６５５−３
ゲームスポットアップル魚津店,富山県魚津市吉島2-407-1
プレイランドイン黒部,富山県黒部市沓掛645
ｎａｍｃｏイオンモールかほく店,石川県かほく市内日角夕25番イオンモールかほく店2F
バイパスレジャーランド宇ノ気店,石川県かほく市森子85
バイパスレジャーランド加賀店,石川県加賀市箱宮町ヲ1-1
楽市楽座イオンモール新小松店,石川県小松市清六町３１５イオンモール新小松店２Ｆ
モーリーファンタジーｆ 御経塚,石川県野々市市御経塚２−９１イオン1F
アピナ野々市店,石川県野々市市白山町４−１イオンタウン野々市店内
アピナ野々市バッティングスタジアム,石川県野々市市若松町５−５
ゲーム・パラダイス,石川県金沢市堀川新町５−１ｱﾐｭｰｽﾞﾒﾝﾄｽｸｴｱ3Ｆ
セガイオンタウン金沢示野,石川県金沢市戸板西2-1
ラウンドワン金沢店,石川県金沢市横川6-120-1
金沢メトロポリス,石川県金沢市無量寺４−１２１−１
タイトーステーション 金沢店,石川県金沢市片町２−１−７宇都宮片町ビル
アミューズアイランド金沢,石川県金沢市福久2-58イオン金沢3階
バイパスレジャーランド藤江新館,石川県金沢市藤江南2-105
セガアルプラザ金沢,石川県金沢市諸江町30-1
ＪＯＹＬＡＮＤ敦賀店,福井県敦賀市木崎４０号土三田１２番
福井レジャーランド板垣店,福井県福井市下馬３−１０２
セガ福井,福井県福井市丸山1-410
ジョイランド大和田店,福井県福井市大和田町2-1002
フクイレジャーランドワイプラザ店,福井県福井市新保北1-303　ヤスサキワイプラザＢ棟2Ｆ
セガワールド武生,福井県越前市新町3-13-4
